,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
5025,709663608,43,F,1,2,married,0,blue,36,4,1536.0,0,False
5026,754851783,39,M,4,1,married,2,blue,32,4,19198.0,2218,True
5028,778905033,45,F,5,2,divorced,0,blue,26,3,1438.3,1226,True
5029,720844008,54,F,4,2,single,0,blue,45,6,1990.0,1747,True
5030,714286383,59,M,0,1,single,4,blue,36,4,3422.0,1039,True
5034,812411058,49,F,0,0,single,0,blue,44,3,2094.0,0,False
5035,712311258,48,F,3,0,single,1,blue,36,5,1906.0,1259,True
5039,720384633,48,M,3,0,single,1,blue,36,6,3786.0,0,True
5040,810868758,39,M,3,0,married,1,blue,34,5,12078.0,1687,True
5043,712160058,59,F,2,0,married,0,blue,51,5,1438.3,0,False
5044,779130108,33,F,0,0,single,1,blue,15,3,1438.3,0,False
5045,712335858,48,F,4,2,married,0,blue,36,4,2620.0,2081,True
5046,789643383,49,M,2,0,married,2,blue,35,3,13435.0,0,True
5047,717733158,43,F,3,5,married,0,blue,29,4,3186.0,2517,True
5048,713205108,42,F,4,2,married,1,blue,27,3,1950.0,1062,True
5049,719749083,63,M,0,5,single,0,blue,54,5,7098.0,2224,True
5050,811762383,42,F,2,2,married,0,blue,37,4,2250.0,1788,True
5051,708710283,45,M,5,5,married,4,silver,36,6,34516.0,2038,True
5052,708542283,58,F,1,5,married,0,blue,47,5,2495.0,2061,True
5053,720667383,39,F,2,1,married,0,blue,32,5,3086.0,2213,True
5054,822952158,53,F,2,2,married,0,blue,49,4,1520.0,0,True
5055,716922633,38,M,2,0,single,4,blue,30,6,4043.0,2517,False
5056,709081683,65,M,1,1,single,0,blue,54,3,4599.0,1438,True
5061,758106108,45,F,2,0,single,0,blue,38,3,7486.0,1758,True
5062,711445233,42,F,5,0,single,0,blue,36,6,1438.3,0,True
5064,780496833,56,F,1,3,single,0,blue,43,3,2846.0,0,False
5065,720057183,49,F,4,5,single,0,blue,42,5,7789.0,957,True
5066,789081408,44,F,4,0,single,0,blue,32,6,1438.3,170,False
5070,715452408,37,F,2,2,divorced,0,blue,36,4,1734.0,987,True
5072,788705358,44,M,4,1,married,4,blue,33,4,14527.0,2070,True
5073,772105608,48,F,4,0,single,0,blue,37,6,2646.0,872,True
5074,718396533,47,M,3,3,single,3,blue,38,5,8185.0,1556,True
5075,712949733,46,M,5,1,single,1,blue,37,3,6340.0,1985,True
5076,772036233,62,M,1,2,single,3,blue,51,6,5711.0,0,True
5077,713285058,46,F,3,5,single,0,blue,34,4,2258.0,1600,True
5078,710289783,43,F,2,0,divorced,0,blue,25,5,2086.0,2007,False
5079,780390108,44,F,3,3,married,1,blue,34,3,3256.0,1013,True
5080,720585183,50,M,3,1,married,2,blue,35,3,14854.0,2136,True
5081,711831558,49,M,4,3,divorced,4,blue,41,3,7184.0,1207,True
5083,717017808,62,M,0,0,single,1,blue,52,6,9065.0,641,True
5084,823615983,54,M,2,0,single,1,blue,50,2,3682.0,2517,False
5085,807587433,56,F,2,5,married,0,blue,51,4,1438.3,0,False
5087,714435408,57,M,3,1,single,3,blue,38,4,12663.0,1028,True
5088,718994583,48,F,2,3,single,0,blue,35,3,1438.3,816,True
5089,793616883,39,F,5,2,single,0,blue,33,5,1438.3,668,True
5091,713370033,53,F,0,2,single,0,blue,40,4,1438.3,0,False
5093,778830933,40,M,3,2,married,3,blue,21,3,1804.0,1040,True
5094,736145283,43,M,2,3,married,3,blue,24,6,1669.0,0,True
5096,719482008,45,M,1,0,single,2,blue,35,5,21696.0,1036,True
5097,715004808,49,F,2,1,married,0,blue,39,5,2992.0,1845,True
5098,720014358,38,F,1,5,single,0,blue,26,5,1934.0,985,True
5099,718208358,43,M,5,0,married,4,blue,31,4,34516.0,830,True
5100,713380308,42,F,4,0,single,0,blue,36,6,1734.0,0,True
5101,716477133,42,F,4,0,single,0,blue,32,3,1438.3,838,True
5102,713949858,39,F,2,5,married,0,blue,36,4,1438.3,886,False
5103,827619933,48,M,2,0,single,1,blue,44,3,9673.0,0,True
5104,779135808,56,F,2,5,single,1,blue,38,5,3609.0,1026,True
5105,719751483,39,F,2,0,single,0,blue,36,4,1438.3,576,False
5106,708219858,39,M,2,2,single,1,blue,26,6,6423.0,0,True
5107,779681433,48,F,3,2,married,1,blue,31,6,14899.0,0,False
5108,720169383,52,F,2,3,married,1,blue,41,3,3224.0,2111,True
5109,718056033,44,F,3,1,married,0,blue,34,5,4135.0,1606,True
5111,822902508,41,F,3,3,single,1,blue,37,3,8376.0,1219,True
5113,715502808,42,M,3,1,married,3,blue,36,4,25944.0,1987,True
5114,788755158,49,M,3,1,married,2,blue,29,4,1438.3,535,True
5115,780038058,38,F,0,1,single,0,blue,22,3,1556.0,0,False
5116,709536483,57,M,3,2,married,2,blue,49,5,8701.0,215,False
5117,712563408,33,M,2,0,single,1,blue,18,1,5600.0,2517,False
5119,708145908,61,F,0,2,married,1,blue,50,3,4906.0,2185,True
5120,717755058,41,F,4,5,single,0,blue,36,4,2687.0,1317,True
5121,789109983,40,F,3,1,divorced,1,blue,28,4,4464.0,1418,True
5122,802600233,51,F,2,2,single,1,blue,45,5,1438.3,869,True
5123,720449208,34,F,1,3,married,0,blue,16,6,2221.0,1814,True
5124,719557983,42,M,4,0,married,2,blue,36,5,2966.0,2371,True
5125,766111383,38,F,2,1,married,1,blue,31,4,1593.0,1091,True
5126,789367083,41,F,2,0,single,0,blue,31,5,2450.0,1490,True
5127,710538183,53,F,3,2,divorced,0,blue,42,3,1529.0,563,True
5128,708534033,45,F,3,2,single,1,blue,36,5,6274.0,883,True
5130,788940558,41,F,3,2,married,0,blue,27,6,2134.0,1085,True
5131,714722808,50,M,1,3,married,3,blue,33,5,17158.0,1211,True
5132,713249883,51,F,2,0,married,1,blue,36,6,3359.0,873,True
5133,714207483,47,M,3,2,married,3,blue,41,6,11997.0,1424,True
5134,720068808,41,F,2,2,married,0,blue,32,3,3302.0,1980,True
5135,778601733,55,F,3,1,single,1,blue,47,5,2687.0,1689,False
5136,709779258,53,F,3,4,married,0,blue,43,4,1438.3,0,True
5137,713696808,46,F,3,1,married,0,blue,39,3,1801.0,316,False
5138,720044658,53,M,1,4,single,2,blue,46,6,4573.0,2076,False
5139,716373483,48,F,5,2,married,0,blue,40,4,2860.0,2517,False
5140,714305508,46,F,3,0,married,1,blue,36,6,13387.0,0,True
5141,712202433,46,F,2,1,single,0,blue,36,3,2283.0,1020,True
5143,778372158,49,F,5,1,married,1,blue,33,6,2506.0,1549,True
5144,714176133,47,F,1,0,single,0,blue,36,5,1438.3,735,True
5146,715765758,54,F,2,0,single,0,blue,41,5,1438.3,814,True
5147,803097333,41,M,2,2,married,3,blue,35,3,10873.0,1514,True
5148,710411358,39,F,4,3,married,1,blue,28,4,7596.0,2199,False
5149,715660308,54,F,3,3,married,0,blue,44,5,2921.0,2412,False
5150,711866358,42,F,3,1,single,1,blue,30,4,10136.0,0,True
5151,710738883,52,F,3,1,married,0,blue,36,4,2187.0,1094,True
5152,717822108,60,F,0,0,single,0,blue,48,3,3302.0,2517,True
5153,714407058,40,M,3,0,divorced,3,blue,29,3,30997.0,2330,True
5154,710744433,48,F,1,0,single,0,blue,38,5,2578.0,2424,True
5156,713320008,48,M,3,2,single,3,blue,37,3,3034.0,468,True
5159,712364283,54,F,2,5,married,1,blue,43,5,2222.0,1398,True
5160,714620358,37,F,2,2,divorced,0,blue,30,3,3328.0,2517,False
5163,809071083,60,F,1,2,single,0,blue,55,4,2346.0,2150,True
5164,721165608,51,M,2,2,married,2,silver,36,3,26142.0,0,True
5166,708760458,47,M,1,1,single,3,blue,36,4,17655.0,0,True
5168,789212883,30,F,1,0,divorced,0,blue,19,6,1644.0,0,False
5171,716890533,49,F,2,0,single,0,blue,36,6,2182.0,1722,True
5173,718542858,50,M,1,1,married,3,blue,36,6,10588.0,994,True
5174,717750858,32,F,2,4,single,0,blue,16,3,2973.0,2446,True
5176,827628408,40,M,4,2,married,3,blue,36,3,2165.0,1465,True
5177,713492583,34,F,2,2,married,0,blue,29,5,5845.0,0,False
5179,788770908,45,M,4,3,married,2,blue,26,6,3035.0,1498,True
5181,715429608,45,F,3,3,married,0,blue,37,4,4602.0,1517,True
5182,714058308,43,F,5,0,single,0,blue,36,5,2689.0,2384,False
5184,709265208,47,F,4,2,single,0,blue,37,4,1438.3,780,True
5185,713114133,42,F,2,0,single,0,blue,23,4,1443.0,0,False
5186,721349883,51,F,4,2,single,0,blue,39,3,2847.0,2082,True
5187,758965158,44,M,5,1,single,3,blue,37,4,15638.0,1729,True
5188,749722908,43,M,2,4,married,4,blue,36,3,10700.0,1346,True
5189,709495833,44,F,2,2,single,0,blue,36,5,1438.3,0,False
5190,717575958,50,F,1,4,married,1,blue,41,6,1694.0,479,False
5192,767243208,42,F,3,2,single,0,blue,35,3,2555.0,1587,True
5194,720190908,59,M,1,1,single,2,blue,51,6,8973.0,1300,True
5196,719794383,60,F,2,3,married,0,blue,41,6,4167.0,0,True
5199,794653983,44,F,3,2,married,0,blue,27,3,1480.0,1017,True
5200,716593533,56,M,1,1,single,3,blue,45,4,5070.0,0,True
5203,712225008,55,M,2,2,married,2,blue,44,6,6054.0,1103,True
5206,711751533,47,F,4,2,married,0,blue,37,3,2447.0,1973,True
5207,708367908,56,F,1,0,married,0,blue,47,6,3022.0,1627,True
5208,714951858,44,F,2,2,married,0,blue,36,5,4473.0,0,True
5210,718984533,37,M,3,2,single,3,blue,29,6,7199.0,1274,True
5211,716982483,49,F,2,2,married,0,blue,38,3,1438.3,0,True
5215,711468708,38,F,4,1,single,1,blue,31,4,1438.3,0,False
5218,721189008,41,M,4,2,married,3,blue,27,4,12270.0,0,True
5219,712867983,54,F,2,0,single,0,blue,43,6,3006.0,633,True
5220,713814408,39,M,2,0,single,3,blue,36,6,7901.0,1184,True
5221,716671983,38,M,0,1,single,3,blue,29,3,5983.0,1885,True
5222,708252108,64,M,0,3,single,1,blue,53,6,7362.0,1907,True
5223,717212958,55,M,2,5,single,3,blue,36,6,3046.0,2415,True
5224,713048733,50,M,2,0,married,4,blue,40,3,34516.0,1871,True
5227,718837683,55,M,2,1,single,4,blue,49,6,3029.0,1505,True
5229,718685358,51,F,2,0,single,0,blue,44,6,1438.3,0,True
5232,711197658,53,F,1,4,single,1,blue,43,5,2618.0,2026,True
5234,708272808,45,M,5,2,single,0,blue,36,4,2718.0,1474,True
5235,720292983,60,F,0,2,married,0,blue,51,6,2230.0,1796,True
5236,709112508,42,F,3,3,single,0,blue,36,3,3802.0,1300,False
5237,712840608,55,F,2,0,married,0,blue,43,6,2736.0,993,True
5238,788920308,51,F,2,1,married,0,blue,37,3,2258.0,1250,True
5239,718160358,51,F,1,2,married,0,blue,39,5,1438.3,0,False
5241,712885533,50,M,4,2,married,3,blue,31,6,11882.0,1472,True
5242,719268333,49,F,3,0,married,0,blue,36,5,1438.3,0,True
5243,721004133,38,F,2,2,single,0,blue,25,6,1438.3,538,True
5244,714103908,54,F,3,5,single,0,blue,36,4,2778.0,743,True
5245,771502383,54,F,1,1,married,0,blue,42,3,2474.0,1539,True
5248,711294258,43,F,1,2,single,0,blue,38,3,2642.0,2377,True
5249,719954733,43,M,2,2,married,3,blue,28,5,30357.0,1255,True
5250,711561933,57,F,1,0,divorced,0,blue,47,6,2201.0,1420,True
5254,716929233,43,F,3,4,single,1,blue,24,3,5182.0,1607,True
5255,709014558,49,M,2,0,married,2,blue,42,3,3783.0,0,True
5256,710636208,51,M,3,0,married,4,blue,40,3,34516.0,0,True
5258,718746933,56,F,3,1,married,0,blue,47,6,2865.0,2022,True
5259,715686183,46,F,4,2,single,1,blue,34,6,2711.0,0,True
5261,801056358,51,M,1,1,single,3,blue,45,6,13287.0,1864,True
5262,709486158,33,F,3,2,married,0,blue,20,5,1438.3,0,True
5264,803342358,55,M,3,2,married,2,blue,49,3,5668.0,2517,True
5265,780292683,55,M,1,0,single,4,blue,41,3,24542.0,2354,False
5266,788646858,41,F,3,2,married,0,blue,29,6,1959.0,1268,True
5267,711116133,50,F,1,0,single,0,blue,37,3,1838.0,0,False
5269,789097833,39,F,0,1,single,0,blue,27,4,3927.0,720,True
5270,709443633,38,F,1,0,married,0,blue,26,5,4345.0,838,True
5272,713096583,40,F,1,1,single,0,blue,36,4,1438.3,544,False
5273,721033908,58,M,1,0,single,2,blue,46,6,2541.0,1053,True
5274,756025233,43,F,4,0,single,0,blue,36,5,2422.0,1014,False
5275,711977508,56,F,2,0,single,0,blue,43,1,1440.0,1211,False
5276,772076208,58,M,4,3,single,3,blue,47,6,26108.0,1146,True
5277,710666583,29,F,1,0,single,0,blue,36,3,2516.0,2312,False
5278,712369308,48,F,4,5,divorced,1,blue,35,4,3646.0,1047,False
5279,794784633,61,F,0,0,single,1,blue,55,6,2214.0,2123,True
5280,716437533,51,M,2,3,single,3,blue,43,5,11862.0,0,True
5283,712721358,48,F,3,0,divorced,0,blue,36,5,4073.0,2517,False
5284,720118908,26,M,0,2,married,0,blue,36,5,9916.0,0,True
5285,799486158,39,F,1,2,married,0,blue,29,4,1438.3,949,True
5286,718980633,38,M,2,3,married,3,blue,36,3,6452.0,1151,True
5287,717336408,51,F,1,5,single,0,blue,45,5,1952.0,1411,False
5288,709546608,37,F,2,0,married,0,blue,36,6,1438.3,647,True
5290,771688983,53,F,2,1,single,0,blue,41,4,2252.0,1811,True
5291,708701358,39,F,2,0,single,0,blue,36,3,2370.0,2031,True
5292,712048008,56,F,4,1,single,1,blue,44,3,2610.0,1988,True
5296,717414933,51,F,1,1,single,0,blue,45,3,2918.0,2049,True
5297,713032233,53,F,2,2,single,0,blue,36,5,2708.0,2271,True
5298,714234858,54,F,3,1,married,0,blue,36,5,3666.0,1739,True
5299,714818058,36,F,4,1,married,1,blue,30,3,1438.3,0,True
5300,708731658,53,F,0,1,married,0,blue,41,3,1438.3,0,False
5302,780100533,46,M,3,2,married,3,blue,31,5,26303.0,2376,True
5303,711712983,56,M,2,2,single,3,blue,46,6,15982.0,0,True
5305,713348433,42,F,3,1,single,1,blue,29,6,1545.0,751,True
5306,820599333,43,F,5,2,single,0,blue,38,6,1438.3,604,True
5308,778343958,47,F,3,2,married,0,blue,27,3,1451.0,0,True
5310,760807608,48,F,4,0,married,0,blue,41,5,2340.0,1680,True
5311,771108933,47,F,4,2,married,0,blue,34,5,1926.0,879,True
5312,715954158,48,M,3,4,married,1,blue,36,3,2954.0,931,False
5313,715499058,36,F,2,1,married,1,blue,36,4,1848.0,0,False
5315,718736883,49,F,3,0,single,0,blue,36,4,4328.0,2058,True
5316,721045608,51,F,3,1,married,0,blue,32,6,2943.0,2131,True
5318,795823383,43,F,4,2,single,0,blue,37,5,2419.0,0,True
5319,718338708,49,F,1,2,married,1,blue,38,5,5481.0,0,True
5323,709199358,60,M,1,0,married,0,blue,36,1,3316.0,0,False
5325,815324433,46,F,4,1,married,0,blue,41,6,1438.3,0,True
5328,711493158,52,M,3,2,single,2,blue,36,5,2801.0,2467,True
5330,826417233,35,F,4,3,married,0,blue,31,3,2933.0,1011,True
5331,711619608,45,M,3,2,married,3,blue,36,6,21630.0,0,True
5333,709638783,50,F,1,1,married,1,blue,43,4,2961.0,2048,True
5336,714706083,44,M,2,3,married,2,blue,36,5,12229.0,997,True
5337,721473783,35,F,3,2,married,0,blue,21,3,2272.0,604,True
5338,712230408,42,M,4,0,married,4,blue,37,3,6953.0,1445,True
5339,716186883,48,F,4,3,married,1,blue,37,3,1792.0,933,True
5340,715204083,47,F,4,5,single,0,blue,36,3,2765.0,901,True
5342,817887408,39,F,1,0,single,0,blue,34,3,6904.0,1148,True
5343,789481233,39,M,2,1,married,1,blue,30,5,2220.0,0,False
5344,718184883,48,F,3,1,married,0,blue,34,5,1495.0,0,True
5348,718399233,43,F,4,3,single,1,blue,36,6,1531.0,0,True
5349,779447358,50,F,2,2,married,0,blue,32,3,2884.0,2104,True
5351,789114408,50,F,1,4,single,1,blue,38,3,4182.0,0,True
5352,710570058,44,F,1,2,single,0,blue,25,3,3101.0,0,False
5353,712681608,54,F,3,0,single,0,blue,36,5,4542.0,1355,True
5354,709086933,40,F,3,3,single,0,blue,22,4,3372.0,2517,True
5355,709179708,40,M,2,2,divorced,2,blue,36,3,3099.0,0,True
5357,823928058,52,F,2,0,married,0,blue,48,3,5299.0,578,True
5358,796330983,41,F,4,2,single,0,blue,35,3,2138.0,1283,True
5361,788846508,48,F,4,0,married,1,blue,32,6,2690.0,1903,True
5363,802247658,59,M,2,0,single,1,blue,53,4,2699.0,2422,False
5364,795573333,41,M,3,1,married,3,blue,35,6,8376.0,1165,True
5366,720377433,38,F,3,2,married,0,blue,36,4,2396.0,2217,True
5367,711243108,50,M,1,5,married,3,blue,36,5,18964.0,2207,True
5368,789351783,40,F,5,2,married,0,blue,30,3,2114.0,1618,True
5369,719699208,39,F,4,0,single,0,blue,36,5,1623.0,729,True
5370,720774183,40,F,1,1,divorced,0,blue,30,6,2579.0,1959,True
5371,713590158,41,M,4,2,single,2,blue,34,5,5045.0,2080,False
5372,715547058,35,F,0,2,married,0,blue,36,4,2089.0,0,False
5373,815596608,48,F,5,0,married,1,blue,43,4,2866.0,921,True
5375,720031908,55,M,2,5,married,2,blue,36,5,4370.0,0,True
5377,819969933,43,F,2,1,single,1,blue,38,4,5070.0,0,True
5378,714382608,35,F,2,2,married,0,blue,36,4,2572.0,1161,True
5379,720092283,40,F,3,2,single,0,blue,31,4,2016.0,978,True
5383,713447583,48,F,3,1,single,1,blue,36,5,3871.0,2055,True
5384,716107158,32,F,0,2,single,0,blue,20,5,3983.0,431,False
5386,719245083,53,F,1,0,single,0,blue,39,4,1773.0,1539,True
5387,708269583,42,F,3,0,divorced,0,blue,28,6,2029.0,1377,True
5388,720234708,45,M,2,1,single,4,blue,33,6,15490.0,0,False
5389,709436883,56,F,2,0,single,1,blue,48,6,2941.0,1619,True
5391,716136333,40,F,4,0,single,0,blue,24,5,4212.0,2517,False
5392,715031433,57,M,2,2,married,3,blue,36,6,6248.0,1493,True
5393,810667158,40,M,2,1,divorced,1,blue,35,3,2430.0,974,True
5395,809937933,42,F,3,2,married,1,blue,37,4,2470.0,2013,True
5396,708997833,49,F,4,5,single,1,blue,39,5,3255.0,603,True
5400,788638908,43,F,2,2,divorced,0,blue,30,4,2351.0,2127,True
5401,715607958,45,F,2,2,married,0,blue,36,6,4202.0,2201,True
5402,708515358,40,F,1,1,married,0,blue,36,6,4712.0,0,True
5403,716357058,53,M,3,0,single,3,blue,36,4,2611.0,787,True
5405,716822583,39,F,2,1,single,0,blue,36,4,5245.0,802,True
5406,721109358,39,M,3,1,married,2,blue,27,6,2583.0,0,True
5408,715492983,40,M,3,4,married,4,blue,36,4,7464.0,2517,True
5410,708334158,46,F,3,2,divorced,0,blue,34,4,9863.0,686,True
5412,793345008,44,F,3,0,single,0,blue,38,4,1438.3,0,True
5413,715487733,44,F,4,2,married,1,blue,36,6,1452.0,0,False
5415,708154833,39,F,2,2,single,0,blue,27,1,1438.3,811,False
5416,721147383,37,F,2,1,single,0,blue,22,4,2448.0,1740,True
5418,788941983,36,F,3,2,single,1,blue,22,1,2013.0,0,False
5419,715603233,53,F,3,0,married,1,blue,42,6,2293.0,1460,True
5420,709945458,52,M,3,0,single,2,blue,40,3,1438.3,512,True
5422,768167358,37,M,4,5,single,2,blue,31,6,1702.0,1018,True
5426,721384308,39,F,1,0,married,1,blue,36,4,3272.0,2323,True
5428,713610933,40,F,2,0,married,0,blue,26,3,2708.0,0,True
5429,714257958,41,F,3,5,single,0,blue,31,4,1738.0,0,True
5431,720204558,45,F,2,1,married,0,blue,36,4,1640.0,999,True
5438,787596558,50,M,1,0,married,4,blue,23,5,7116.0,981,True
5440,716041908,54,F,1,1,single,0,blue,43,5,2082.0,805,True
5442,828227433,50,M,2,1,single,2,blue,46,6,5626.0,778,True
5443,714487458,49,F,5,2,divorced,1,blue,40,6,2920.0,0,False
5444,711390333,59,M,0,4,married,3,blue,46,5,6526.0,489,False
5445,787974108,37,F,1,1,single,1,blue,27,4,1793.0,792,False
5447,788752833,52,F,2,1,divorced,0,blue,32,6,2427.0,1581,True
5448,773108958,55,F,2,0,married,1,blue,48,4,3011.0,2138,True
5451,827423433,41,F,4,2,divorced,0,blue,37,5,7492.0,1399,True
5453,779219208,38,F,2,1,single,0,blue,28,5,1744.0,0,True
5455,721121283,37,F,2,2,single,1,blue,24,4,2573.0,1280,True
5459,716614683,49,M,3,3,single,2,gold,36,5,34516.0,1255,True
5460,789942033,43,M,4,2,single,2,blue,34,5,10573.0,0,False
5461,740784258,47,F,2,3,single,0,blue,40,4,1789.0,1088,True
5463,768141558,51,M,3,3,single,1,blue,45,4,3272.0,1896,True
5464,717179508,33,F,0,2,single,0,blue,26,6,2382.0,1565,True
5465,716520033,52,M,2,4,married,3,blue,36,6,1981.0,1448,True
5466,783625008,51,M,2,4,single,4,blue,45,4,22294.0,0,True
5467,769330908,49,F,4,1,married,0,blue,43,5,2574.0,1555,True
5468,789396783,30,F,0,1,single,0,blue,20,3,2112.0,1109,True
5471,770753733,42,F,5,3,single,0,blue,28,4,3044.0,1865,True
5472,712659408,57,M,1,1,married,1,blue,45,3,2721.0,2159,True
5474,779655183,48,M,4,3,single,3,blue,31,6,5033.0,0,True
5476,713345508,43,F,2,1,single,0,blue,36,4,2325.0,1662,True
5477,711379083,60,F,0,5,single,0,blue,42,5,2758.0,1429,True
5478,789144633,45,M,1,2,married,3,blue,34,3,9705.0,850,True
5479,708393633,41,F,0,1,married,0,blue,31,4,2685.0,1647,True
5480,708657033,60,F,2,3,single,0,blue,54,5,2694.0,1923,True
5481,717949008,40,F,4,1,single,1,blue,29,5,1554.0,412,False
5484,718243533,48,M,3,4,divorced,2,blue,36,3,2648.0,0,True
5485,779754408,44,M,3,2,single,1,blue,33,3,2477.0,2123,True
5487,711832533,42,M,3,1,single,3,silver,32,3,34516.0,1396,True
5488,788552658,46,F,4,0,married,0,blue,30,3,2479.0,1759,True
5491,712734933,43,F,2,3,married,0,blue,36,5,4020.0,0,False
5493,711796683,50,F,2,2,single,0,blue,38,5,7398.0,1581,True
5494,709407933,51,M,3,1,single,3,silver,38,5,34516.0,1802,True
5496,720494058,51,F,2,3,married,0,blue,25,4,3042.0,0,True
5497,717050883,60,F,1,1,single,0,blue,36,5,2688.0,1617,True
5499,715659333,43,F,4,1,single,1,blue,36,3,4902.0,2517,True
5501,720175008,48,F,2,5,married,1,blue,34,3,5069.0,1843,True
5503,713334483,46,M,1,4,single,2,blue,32,5,8766.0,0,False
5504,708360108,50,M,1,3,single,1,blue,41,3,2800.0,1338,True
5506,716631708,56,M,2,1,married,2,blue,36,4,2713.0,1990,True
5507,713025558,53,F,5,5,single,0,blue,38,3,1438.3,0,False
5508,710506683,47,F,4,1,single,1,blue,39,3,1746.0,0,True
5509,712428333,49,M,3,0,single,3,blue,41,3,2930.0,1901,True
5510,718041033,47,F,4,2,married,0,blue,36,6,2178.0,1455,True
5512,718164858,42,F,4,4,married,0,blue,34,5,2021.0,1281,True
5513,809565183,52,F,1,2,single,0,blue,47,3,1842.0,625,False
5514,778377183,49,M,3,2,single,4,blue,29,5,18284.0,1144,True
5515,712845258,41,M,2,0,married,3,gold,33,5,34516.0,1642,True
5518,787441383,52,F,0,2,married,0,blue,37,3,1793.0,1284,True
5519,711345258,52,F,2,1,married,1,blue,44,3,5731.0,0,True
5520,713685033,44,F,2,2,married,0,blue,33,3,2417.0,0,False
5521,718205283,48,F,3,3,single,1,blue,37,6,1438.3,0,True
5522,708337683,51,M,2,0,single,2,blue,40,4,21800.0,893,True
5523,720941433,53,F,3,1,married,0,blue,41,3,1547.0,0,False
5524,710201058,46,F,4,2,married,0,blue,38,3,1485.0,736,True
5525,785218458,44,M,2,2,married,1,blue,38,4,2505.0,2282,True
5528,708846183,48,M,4,3,single,2,blue,30,4,3307.0,2234,True
5530,711151383,34,F,1,4,single,0,blue,26,3,2066.0,347,False
5532,772063308,45,M,2,2,single,2,blue,34,5,13362.0,0,True
5533,718574808,33,F,2,2,single,0,blue,17,4,2431.0,1846,True
5534,717131283,43,F,4,1,divorced,1,blue,34,5,6034.0,1579,True
5536,716831508,47,F,3,1,single,1,blue,34,4,1963.0,1524,True
5538,813234108,45,F,3,0,married,0,blue,40,4,2922.0,1212,True
5539,711027183,50,M,4,3,single,1,blue,45,4,6943.0,600,True
5540,718812708,57,M,2,2,single,4,blue,44,5,34516.0,219,False
5542,711267633,50,F,3,2,divorced,0,blue,40,5,4248.0,316,False
5543,719613783,51,F,1,5,married,0,blue,42,3,1438.3,0,True
5544,719035758,53,F,3,0,divorced,0,blue,43,5,2383.0,1516,True
5545,708473133,55,F,1,2,married,0,blue,45,4,1677.0,0,True
5547,720963258,52,F,3,3,married,0,blue,40,3,3474.0,0,False
5552,712676208,46,F,5,1,single,0,blue,36,6,1787.0,1324,True
5553,709005633,62,M,0,1,single,2,blue,51,3,18734.0,0,False
5554,712102983,47,F,2,3,married,0,blue,36,6,1438.3,0,True
5555,754480233,50,M,2,4,divorced,1,blue,43,5,3525.0,0,True
5558,715537383,46,M,3,3,single,4,blue,30,5,27378.0,1893,True
5559,709460883,38,F,2,5,married,0,blue,28,5,1614.0,0,False
5560,789325008,49,M,3,3,single,0,blue,38,5,7862.0,1991,True
5561,719195733,47,M,3,3,married,2,blue,36,5,4284.0,1900,True
5563,710226708,55,F,2,0,divorced,0,blue,49,5,1438.3,680,True
5564,711982383,62,M,1,2,single,2,blue,49,3,21805.0,1777,True
5565,716345283,55,M,2,0,single,2,blue,36,5,4712.0,1920,True
5567,710842308,41,F,5,0,single,1,blue,26,4,2264.0,928,True
5571,793712658,52,M,3,2,married,3,blue,46,4,15011.0,2517,False
5574,719659758,45,F,4,1,married,1,blue,35,6,2919.0,1670,True
5576,716483358,44,M,3,2,single,1,blue,29,5,6125.0,1329,True
5579,786536808,51,M,2,3,married,3,blue,45,3,21543.0,0,True
5580,807369708,52,M,3,3,married,4,blue,47,3,6355.0,0,True
5581,711397533,52,F,2,1,married,0,blue,41,4,5616.0,2410,True
5583,715233108,38,M,1,3,married,2,blue,36,4,2836.0,862,True
5584,813807258,50,F,2,1,married,1,blue,45,6,1438.3,0,True
5586,718451133,48,M,2,2,single,2,blue,40,4,14951.0,1413,True
5591,780019908,53,F,1,2,single,0,blue,43,6,2172.0,644,True
5593,720302883,53,F,3,2,married,0,blue,35,4,3390.0,2180,True
5594,715893633,47,F,4,5,single,0,blue,36,4,2193.0,1084,True
5596,720638283,40,F,4,3,single,0,blue,20,4,2801.0,1731,True
5597,789053883,43,M,3,4,single,2,blue,31,4,11186.0,2231,True
5598,719286708,50,F,1,2,single,0,blue,39,4,2434.0,1340,True
5600,793395933,59,F,1,1,single,0,blue,53,4,2716.0,1740,True
5602,771733608,47,F,1,2,married,1,blue,35,3,1438.3,0,False
5603,710102208,56,M,2,2,single,2,blue,36,3,18776.0,0,True
5605,712849158,55,M,0,1,divorced,3,blue,44,4,19793.0,2488,False
5606,783070833,34,F,4,2,single,1,blue,28,5,2472.0,1899,True
5608,789345408,39,F,2,3,married,1,blue,29,5,1438.3,722,True
5609,720992883,47,F,4,2,married,0,blue,37,4,3189.0,1863,True
5610,803652633,47,F,2,0,single,0,blue,41,4,2092.0,1575,True
5611,789248958,37,F,2,1,married,1,blue,26,3,2946.0,2517,True
5613,715440558,50,F,1,2,married,0,blue,36,3,4143.0,1888,True
5616,718311933,53,F,4,5,married,0,blue,37,6,3719.0,2517,False
5619,710015733,41,F,1,5,divorced,0,blue,30,3,2029.0,621,False
5620,794965233,51,F,1,2,married,0,silver,45,6,13199.0,781,False
